rank,band,headword,family_size,word_family
2781,B3 (2001-2801),tender,2,tenders
2782,B3 (2001-2801),density,2,densities
2783,B3 (2001-2801),ugly,3,uglier | ugliest
2784,B3 (2001-2801),module,2,modules
2785,B3 (2001-2801),faithfully,1,
2786,B3 (2001-2801),autumn,2,autumns
2787,B3 (2001-2801),cheek,3,cheeks | cheeked
2788,B3 (2001-2801),attachment,2,attachments
2789,B3 (2001-2801),holder,2,holders
2790,B3 (2001-2801),grin,4,grins | grinned | grinning
2791,B3 (2001-2801),noun,2,nouns
2792,B3 (2001-2801),fortunate,1,
2793,B3 (2001-2801),alright,1,
2794,B3 (2001-2801),lazy,3,lazier | laziest
2795,B3 (2001-2801),hello,1,
2796,B3 (2001-2801),hunger,4,hungers | hungered | hungering
2797,B3 (2001-2801),insure,4,insures | insured | insuring
2798,B3 (2001-2801),ashamed,1,
2799,B3 (2001-2801),found,4,founds | founded | founding
2800,B3 (2001-2801),thirst,4,thirsts | thirsted | thirsting
2801,B3 (2001-2801),dominate,4,dominates | dominated | dominating
