rank,band,headword,family_size,word_family
1172,B2 (1001-2000),extent,2,extents
1173,B2 (1001-2000),river,2,rivers
1174,B2 (1001-2000),annual,2,annuals
1175,B2 (1001-2000),fully,1,
1176,B2 (1001-2000),contrast,4,contrasts | contrasted | contrasting
1177,B2 (1001-2000),roll,4,rolls | rolled | rolling
1178,B2 (1001-2000),reality,2,realities
1179,B2 (1001-2000),photograph,4,photographs | photographed | photographing
1180,B2 (1001-2000),artist,2,artists
1181,B2 (1001-2000),conflict,4,conflicts | conflicted | conflicting
1182,B2 (1001-2000),entire,1,
1183,B2 (1001-2000),presence,2,presences
1184,B2 (1001-2000),crowd,4,crowds | crowded | crowding
1185,B2 (1001-2000),corner,4,corners | cornered | cornering
1186,B2 (1001-2000),gas,5,gases | gassed | gassing | gasses
1187,B2 (1001-2000),shift,4,shifts | shifted | shifting
1188,B2 (1001-2000),net,4,nets | netted | netting
1189,B2 (1001-2000),category,2,categories
1190,B2 (1001-2000),secretary,2,secretaries
1191,B2 (1001-2000),defense,4,defenses | defence | defences
1192,B2 (1001-2000),quick,3,quicker | quickest
1193,B2 (1001-2000),cook,4,cooks | cooked | cooking
1194,B2 (1001-2000),spread,3,spreads | spreading
1195,B2 (1001-2000),nuclear,1,
1196,B2 (1001-2000),scale,4,scales | scaled | scaling
1197,B2 (1001-2000),driver,2,drivers
1198,B2 (1001-2000),ball,4,balls | balled | balling
1199,B2 (1001-2000),cry,4,cries | cried | crying
1200,B2 (1001-2000),introduction,2,introductions
1201,B2 (1001-2000),requirement,2,requirements
1202,B2 (1001-2000),north,1,
1203,B2 (1001-2000),confirm,4,confirms | confirmed | confirming
1204,B2 (1001-2000),senior,2,seniors
1205,B2 (1001-2000),photo,2,photos
1206,B2 (1001-2000),refuse,4,refuses | refused | refusing
1207,B2 (1001-2000),transport,4,transports | transported | transporting
1208,B2 (1001-2000),emerge,4,emerges | emerged | emerging
1209,B2 (1001-2000),map,5,maps | mapped | mapping | mappings
1210,B2 (1001-2000),concept,2,concepts
1211,B2 (1001-2000),island,4,islands | islanded | islanding
1212,B2 (1001-2000),reform,4,reforms | reformed | reforming
1213,B2 (1001-2000),neither,1,
1214,B2 (1001-2000),football,2,footballs
1215,B2 (1001-2000),survive,4,survives | survived | surviving
1216,B2 (1001-2000),flight,2,flights
1217,B2 (1001-2000),left,2,lefts
1218,B2 (1001-2000),solve,4,solves | solved | solving
1219,B2 (1001-2000),neighbor,8,neighbors | neighbored | neighboring | neighbour | neighbours | neighboured | neighbouring
1220,B2 (1001-2000),background,2,backgrounds
1221,B2 (1001-2000),technique,2,techniques
1222,B2 (1001-2000),traffic,6,traffics | trafficked | trafficking | traffick | trafficks
1223,B2 (1001-2000),improvement,2,improvements
1224,B2 (1001-2000),tool,4,tools | tooled | tooling
1225,B2 (1001-2000),consequence,2,consequences
1226,B2 (1001-2000),circumstance,2,circumstances
1227,B2 (1001-2000),smoke,4,smokes | smoked | smoking
1228,B2 (1001-2000),reaction,2,reactions
1229,B2 (1001-2000),rain,4,rains | rained | raining
1230,B2 (1001-2000),busy,6,busies | busied | busying | busier | busiest
1231,B2 (1001-2000),lesson,2,lessons
1232,B2 (1001-2000),brain,4,brains | brained | braining
1233,B2 (1001-2000),mass,4,masses | massed | massing
1234,B2 (1001-2000),funny,3,funnier | funniest
1235,B2 (1001-2000),contribute,4,contributes | contributed | contributing
1236,B2 (1001-2000),failure,2,failures
1237,B2 (1001-2000),schedule,4,schedules | scheduled | scheduling
1238,B2 (1001-2000),speaker,2,speakers
1239,B2 (1001-2000),bottom,4,bottoms | bottomed | bottoming
1240,B2 (1001-2000),adopt,4,adopts | adopted | adopting
1241,B2 (1001-2000),combine,4,combines | combined | combining
1242,B2 (1001-2000),mountain,2,mountains
1243,B2 (1001-2000),waste,4,wastes | wasted | wasting
1244,B2 (1001-2000),hide,5,hides | hid | hiding | hidden
1245,B2 (1001-2000),marriage,2,marriages
1246,B2 (1001-2000),ticket,4,tickets | ticketed | ticketing
1247,B2 (1001-2000),meal,2,meals
1248,B2 (1001-2000),colleague,2,colleagues
1249,B2 (1001-2000),bag,4,bags | bagged | bagging
1250,B2 (1001-2000),repeat,4,repeats | repeated | repeating
1251,B2 (1001-2000),equal,6,equals | equaled | equaling | equalled | equalling
1252,B2 (1001-2000),expression,2,expressions
1253,B2 (1001-2000),plus,2,pluses
1254,B2 (1001-2000),extremely,1,
1255,B2 (1001-2000),owner,2,owners
1256,B2 (1001-2000),plane,3,planes | planed
1257,B2 (1001-2000),commercial,2,commercials
1258,B2 (1001-2000),lady,2,ladies
1259,B2 (1001-2000),duty,2,duties
1260,B2 (1001-2000),strength,2,strengths
1261,B2 (1001-2000),connect,4,connects | connected | connecting
1262,B2 (1001-2000),cultural,1,
1263,B2 (1001-2000),arrange,4,arranges | arranged | arranging
1264,B2 (1001-2000),scheme,4,schemes | schemed | scheming
1265,B2 (1001-2000),payment,2,payments
1266,B2 (1001-2000),unfortunately,1,
1267,B2 (1001-2000),brief,7,briefs | briefed | briefing | briefer | briefest | briefings
1268,B2 (1001-2000),bird,4,birds | birded | birding
1269,B2 (1001-2000),demonstrate,4,demonstrates | demonstrated | demonstrating
1270,B2 (1001-2000),contribution,2,contributions
1271,B2 (1001-2000),appreciate,4,appreciates | appreciated | appreciating
1272,B2 (1001-2000),chapter,2,chapters
1273,B2 (1001-2000),secret,2,secrets
1274,B2 (1001-2000),apparently,1,
1275,B2 (1001-2000),novel,2,novels
1276,B2 (1001-2000),union,2,unions
1277,B2 (1001-2000),burn,5,burns | burned | burning | burnt
1278,B2 (1001-2000),trend,4,trends | trended | trending
1279,B2 (1001-2000),initial,6,initials | initialed | initialing | initialled | initialling
1280,B2 (1001-2000),pleasure,4,pleasures | pleasured | pleasuring
1281,B2 (1001-2000),suggestion,2,suggestions
1282,B2 (1001-2000),critical,1,
1283,B2 (1001-2000),gather,5,gathers | gathered | gathering | gatherings
1284,B2 (1001-2000),mostly,1,
1285,B2 (1001-2000),earth,3,earths | earthed
1286,B2 (1001-2000),pop,4,pops | popped | popping
1287,B2 (1001-2000),essential,2,essentials
1288,B2 (1001-2000),desire,4,desires | desired | desiring
1289,B2 (1001-2000),promote,4,promotes | promoted | promoting
1290,B2 (1001-2000),currently,1,
1291,B2 (1001-2000),employ,4,employs | employed | employing
1292,B2 (1001-2000),path,2,paths
1293,B2 (1001-2000),topic,2,topics
1294,B2 (1001-2000),beach,4,beaches | beached | beaching
1295,B2 (1001-2000),attract,4,attracts | attracted | attracting
1296,B2 (1001-2000),engage,4,engages | engaged | engaging
1297,B2 (1001-2000),powerful,1,
1298,B2 (1001-2000),flower,4,flowers | flowered | flowering
1299,B2 (1001-2000),crisis,2,crises
1300,B2 (1001-2000),settle,4,settles | settled | settling
1301,B2 (1001-2000),boat,4,boats | boated | boating
1302,B2 (1001-2000),aid,4,aids | aided | aiding
1303,B2 (1001-2000),fan,4,fans | fanned | fanning
1304,B2 (1001-2000),kitchen,2,kitchens
1305,B2 (1001-2000),twice,1,
1306,B2 (1001-2000),fresh,3,fresher | freshest
1307,B2 (1001-2000),delay,4,delays | delayed | delaying
1308,B2 (1001-2000),safety,2,safeties
1309,B2 (1001-2000),engineer,4,engineers | engineered | engineering
1310,B2 (1001-2000),quiet,6,quiets | quieted | quieting | quieter | quietest
1311,B2 (1001-2000),insurance,2,insurances
1312,B2 (1001-2000),nurse,4,nurses | nursed | nursing
1313,B2 (1001-2000),divide,4,divides | divided | dividing
1314,B2 (1001-2000),length,2,lengths
1315,B2 (1001-2000),investigation,2,investigations
1316,B2 (1001-2000),package,4,packages | packaged | packaging
1317,B2 (1001-2000),somewhere,1,
1318,B2 (1001-2000),expand,4,expands | expanded | expanding
1319,B2 (1001-2000),commit,4,commits | committing | committed
1320,B2 (1001-2000),obvious,1,
1321,B2 (1001-2000),jump,4,jumps | jumped | jumping
1322,B2 (1001-2000),weapon,2,weapons
1323,B2 (1001-2000),relatively,1,
1324,B2 (1001-2000),host,4,hosts | hosted | hosting
1325,B2 (1001-2000),winter,4,winters | wintered | wintering
1326,B2 (1001-2000),district,2,districts
1327,B2 (1001-2000),broad,3,broader | broadest
1328,B2 (1001-2000),tire,4,tires | tired | tiring
1329,B2 (1001-2000),spring,5,springs | sprang | sprung | springing
1330,B2 (1001-2000),spirit,4,spirits | spirited | spiriting
1331,B2 (1001-2000),lunch,4,lunches | lunched | lunching
1332,B2 (1001-2000),actual,1,
1333,B2 (1001-2000),pool,4,pools | pooled | pooling
1334,B2 (1001-2000),battle,4,battles | battled | battling
1335,B2 (1001-2000),tradition,2,traditions
1336,B2 (1001-2000),cash,4,cashes | cashed | cashing
1337,B2 (1001-2000),hardly,1,
1338,B2 (1001-2000),award,4,awards | awarded | awarding
1339,B2 (1001-2000),coach,4,coaches | coached | coaching
1340,B2 (1001-2000),experiment,4,experiments | experimented | experimenting
1341,B2 (1001-2000),consideration,2,considerations
1342,B2 (1001-2000),strange,2,strangest
1343,B2 (1001-2000),code,4,codes | coded | coding
1344,B2 (1001-2000),possibly,1,
1345,B2 (1001-2000),threat,2,threats
1346,B2 (1001-2000),accident,2,accidents
1347,B2 (1001-2000),impossible,1,
1348,B2 (1001-2000),revenue,2,revenues
1349,B2 (1001-2000),enable,4,enables | enabled | enabling
1350,B2 (1001-2000),afraid,1,
1351,B2 (1001-2000),active,2,actives
1352,B2 (1001-2000),conclude,4,concludes | concluded | concluding
1353,B2 (1001-2000),religious,1,
1354,B2 (1001-2000),cancer,2,cancers
1355,B2 (1001-2000),convince,4,convinces | convinced | convincing
1356,B2 (1001-2000),vary,4,varies | varied | varying
1357,B2 (1001-2000),environmental,1,
1358,B2 (1001-2000),sun,4,suns | sunned | sunning
1359,B2 (1001-2000),healthy,3,healthier | healthiest
1360,B2 (1001-2000),blow,5,blows | blew | blowing | blown
1361,B2 (1001-2000),volume,2,volumes
1362,B2 (1001-2000),location,2,locations
1363,B2 (1001-2000),invest,4,invests | invested | investing
1364,B2 (1001-2000),proceed,5,proceeds | proceeded | proceeding | proceedings
1365,B2 (1001-2000),wash,4,washes | washed | washing
1366,B2 (1001-2000),actor,2,actors
1367,B2 (1001-2000),glad,3,gladder | gladdest
1368,B2 (1001-2000),tape,4,tapes | taped | taping
1369,B2 (1001-2000),whereas,1,
1370,B2 (1001-2000),opposite,2,opposites
1371,B2 (1001-2000),stone,4,stones | stoned | stoning
1372,B2 (1001-2000),sum,4,sums | summed | summing
1373,B2 (1001-2000),murder,4,murders | murdered | murdering
1374,B2 (1001-2000),monitor,4,monitors | monitored | monitoring
1375,B2 (1001-2000),soldier,4,soldiers | soldiered | soldiering
1376,B2 (1001-2000),finance,5,finances | financed | financing | financings
1377,B2 (1001-2000),hate,4,hates | hated | hating
1378,B2 (1001-2000),egg,4,eggs | egged | egging
1379,B2 (1001-2000),concert,3,concerts | concerted
1380,B2 (1001-2000),shock,4,shocks | shocked | shocking
1381,B2 (1001-2000),comfortable,1,
1382,B2 (1001-2000),usual,1,
1383,B2 (1001-2000),carefully,1,
1384,B2 (1001-2000),pack,4,packs | packed | packing
1385,B2 (1001-2000),recall,3,recalls | recalled
1386,B2 (1001-2000),wine,3,wines | wining
1387,B2 (1001-2000),camera,2,cameras
1388,B2 (1001-2000),swim,5,swims | swam | swimming | swum
1389,B2 (1001-2000),manufacture,4,manufactures | manufactured | manufacturing
1390,B2 (1001-2000),theater,4,theaters | theatre | theatres
1391,B2 (1001-2000),cycle,4,cycles | cycled | cycling
1392,B2 (1001-2000),coffee,2,coffees
1393,B2 (1001-2000),totally,1,
1394,B2 (1001-2000),museum,2,museums
1395,B2 (1001-2000),visitor,2,visitors
1396,B2 (1001-2000),freedom,2,freedoms
1397,B2 (1001-2000),construction,2,constructions
1398,B2 (1001-2000),dear,4,dears | dearer | dearest
1399,B2 (1001-2000),objective,2,objectives
1400,B2 (1001-2000),moreover,1,
1401,B2 (1001-2000),onto,1,
1402,B2 (1001-2000),historical,1,
1403,B2 (1001-2000),oppose,4,opposes | opposed | opposing
1404,B2 (1001-2000),branch,4,branches | branched | branching
1405,B2 (1001-2000),vehicle,2,vehicles
1406,B2 (1001-2000),scientist,2,scientists
1407,B2 (1001-2000),route,2,routes
1408,B2 (1001-2000),bind,3,binds | binding
1409,B2 (1001-2000),belong,5,belongs | belonged | belonging | belongings
1410,B2 (1001-2000),taste,5,tastes | tasted | tasting | tastings
1411,B2 (1001-2000),tonight,1,
1412,B2 (1001-2000),fashion,4,fashions | fashioned | fashioning
1413,B2 (1001-2000),danger,2,dangers
1414,B2 (1001-2000),bomb,5,bombs | bombed | bombing | bombings
1415,B2 (1001-2000),army,2,armies
1416,B2 (1001-2000),dangerous,1,
1417,B2 (1001-2000),decrease,4,decreases | decreased | decreasing
1418,B2 (1001-2000),hurt,3,hurts | hurting
1419,B2 (1001-2000),council,2,councils
1420,B2 (1001-2000),editor,2,editors
1421,B2 (1001-2000),normally,1,
1422,B2 (1001-2000),sight,5,sights | sighted | sighting | sightings
1423,B2 (1001-2000),generate,4,generates | generated | generating
1424,B2 (1001-2000),gift,4,gifts | gifted | gifting
1425,B2 (1001-2000),delivery,2,deliveries
1426,B2 (1001-2000),deny,4,denies | denied | denying
1427,B2 (1001-2000),guest,2,guests
1428,B2 (1001-2000),anybody,1,
1429,B2 (1001-2000),bedroom,2,bedrooms
1430,B2 (1001-2000),quote,4,quotes | quoted | quoting
1431,B2 (1001-2000),climb,4,climbs | climbed | climbing
1432,B2 (1001-2000),basically,1,
1433,B2 (1001-2000),violence,1,
1434,B2 (1001-2000),minister,4,ministers | ministered | ministering
1435,B2 (1001-2000),mainly,1,
1436,B2 (1001-2000),mouth,4,mouths | mouthed | mouthing
1437,B2 (1001-2000),noise,2,noises
1438,B2 (1001-2000),manner,3,manners | mannered
1439,B2 (1001-2000),gun,4,guns | gunned | gunning
1440,B2 (1001-2000),square,6,squares | squared | squaring | squarer | squarest
1441,B2 (1001-2000),occasion,4,occasions | occasioned | occasioning
1442,B2 (1001-2000),familiar,2,familiars
1443,B2 (1001-2000),ignore,4,ignores | ignored | ignoring
1444,B2 (1001-2000),destroy,4,destroys | destroyed | destroying
1445,B2 (1001-2000),affair,2,affairs
1446,B2 (1001-2000),civil,1,
1447,B2 (1001-2000),locate,4,locates | located | locating
1448,B2 (1001-2000),citizen,2,citizens
1449,B2 (1001-2000),temperature,2,temperatures
1450,B2 (1001-2000),gold,1,
1451,B2 (1001-2000),domestic,2,domestics
1452,B2 (1001-2000),load,4,loads | loaded | loading
1453,B2 (1001-2000),belief,2,beliefs
1454,B2 (1001-2000),troop,2,troops
1455,B2 (1001-2000),technical,1,
1456,B2 (1001-2000),remind,4,reminds | reminded | reminding
1457,B2 (1001-2000),arrangement,2,arrangements
1458,B2 (1001-2000),skin,4,skins | skinned | skinning
1459,B2 (1001-2000),prison,2,prisons
1460,B2 (1001-2000),switch,4,switches | switched | switching
1461,B2 (1001-2000),acquire,4,acquires | acquired | acquiring
1462,B2 (1001-2000),corporate,1,
1463,B2 (1001-2000),fairly,1,
1464,B2 (1001-2000),wood,3,woods | wooded
1465,B2 (1001-2000),participate,4,participates | participated | participating
1466,B2 (1001-2000),tough,3,tougher | toughest
1467,B2 (1001-2000),tear,4,tears | tore | tearing
1468,B2 (1001-2000),representative,2,representatives
1469,B2 (1001-2000),capacity,2,capacities
1470,B2 (1001-2000),border,4,borders | bordered | bordering
1471,B2 (1001-2000),shake,5,shakes | shook | shaking | shaken
1472,B2 (1001-2000),assessment,2,assessments
1473,B2 (1001-2000),shoe,4,shoes | shoed | shod
1474,B2 (1001-2000),ought,4,oughtn | oughta | outta
1475,B2 (1001-2000),ad,2,ads
1476,B2 (1001-2000),fee,2,fees
1477,B2 (1001-2000),hall,2,halls
1478,B2 (1001-2000),regulation,2,regulations
1479,B2 (1001-2000),escape,4,escapes | escaped | escaping
1480,B2 (1001-2000),studio,2,studios
1481,B2 (1001-2000),proper,1,
1482,B2 (1001-2000),relax,4,relaxes | relaxed | relaxing
1483,B2 (1001-2000),tourist,2,tourists
1484,B2 (1001-2000),component,2,components
1485,B2 (1001-2000),afford,4,affords | afforded | affording
1486,B2 (1001-2000),lawyer,2,lawyers
1487,B2 (1001-2000),suspect,4,suspects | suspected | suspecting
1488,B2 (1001-2000),cup,4,cups | cupped | cupping
1489,B2 (1001-2000),description,2,descriptions
1490,B2 (1001-2000),confidence,2,confidences
1491,B2 (1001-2000),industrial,2,industrials
1492,B2 (1001-2000),complain,4,complains | complained | complaining
1493,B2 (1001-2000),perspective,2,perspectives
1494,B2 (1001-2000),error,2,errors
1495,B2 (1001-2000),arrest,4,arrests | arrested | arresting
1496,B2 (1001-2000),assess,4,assesses | assessed | assessing
1497,B2 (1001-2000),register,4,registers | registered | registering
1498,B2 (1001-2000),asset,2,assets
1499,B2 (1001-2000),signal,6,signals | signaled | signaling | signalled | signalling
1500,B2 (1001-2000),finger,4,fingers | fingered | fingering
1501,B2 (1001-2000),relevant,1,
1502,B2 (1001-2000),explore,4,explores | explored | exploring
1503,B2 (1001-2000),leadership,2,leaderships
1504,B2 (1001-2000),commitment,2,commitments
1505,B2 (1001-2000),wake,6,wakes | woke | waking | woken | waked
1506,B2 (1001-2000),necessarily,1,
1507,B2 (1001-2000),bright,3,brighter | brightest
1508,B2 (1001-2000),frame,4,frames | framed | framing
1509,B2 (1001-2000),slowly,1,
1510,B2 (1001-2000),bond,4,bonds | bonded | bonding
1511,B2 (1001-2000),hire,4,hires | hired | hiring
1512,B2 (1001-2000),hole,4,holes | holed | holing
1513,B2 (1001-2000),tie,4,ties | tied | tying
1514,B2 (1001-2000),internal,2,internals
1515,B2 (1001-2000),chain,4,chains | chained | chaining
1516,B2 (1001-2000),literature,2,literatures
1517,B2 (1001-2000),victim,2,victims
1518,B2 (1001-2000),threaten,4,threatens | threatened | threatening
1519,B2 (1001-2000),division,2,divisions
1520,B2 (1001-2000),secure,4,secures | secured | securing
1521,B2 (1001-2000),amaze,4,amazes | amazed | amazing
1522,B2 (1001-2000),device,2,devices
1523,B2 (1001-2000),birth,4,births | birthed | birthing
1524,B2 (1001-2000),forest,4,forests | forested | foresting
1525,B2 (1001-2000),label,6,labels | labeled | labeling | labelled | labelling
1526,B2 (1001-2000),root,4,roots | rooted | rooting
1527,B2 (1001-2000),factory,2,factories
1528,B2 (1001-2000),expense,4,expenses | expensed | expensing
1529,B2 (1001-2000),channel,6,channels | channeled | channelled | channelling | channeling
1530,B2 (1001-2000),investigate,4,investigates | investigated | investigating
1531,B2 (1001-2000),recommendation,2,recommendations
1532,B2 (1001-2000),rank,5,ranks | ranked | ranking | rankings
1533,B2 (1001-2000),typical,1,
1534,B2 (1001-2000),west,1,
1535,B2 (1001-2000),friendly,3,friendlier | friendliest
1536,B2 (1001-2000),resident,2,residents
1537,B2 (1001-2000),provision,4,provisions | provisioned | provisioning
1538,B2 (1001-2000),concentrate,4,concentrates | concentrated | concentrating
1539,B2 (1001-2000),plenty,1,
1540,B2 (1001-2000),export,4,exports | exported | exporting
1541,B2 (1001-2000),entirely,1,
1542,B2 (1001-2000),strongly,1,
1543,B2 (1001-2000),bridge,4,bridges | bridged | bridging
1544,B2 (1001-2000),consist,4,consists | consisted | consisting
1545,B2 (1001-2000),graduate,4,graduates | graduated | graduating
1546,B2 (1001-2000),brand,4,brands | branded | branding
1547,B2 (1001-2000),moral,2,morals
1548,B2 (1001-2000),insist,4,insists | insisted | insisting
1549,B2 (1001-2000),combination,2,combinations
1550,B2 (1001-2000),abuse,4,abuses | abused | abusing
1551,B2 (1001-2000),ice,3,ices | iced
1552,B2 (1001-2000),principal,2,principals
1553,B2 (1001-2000),master,4,masters | mastered | mastering
1554,B2 (1001-2000),definitely,1,
1555,B2 (1001-2000),session,2,sessions
1556,B2 (1001-2000),grade,4,grades | graded | grading
1557,B2 (1001-2000),nevertheless,1,
1558,B2 (1001-2000),predict,4,predicts | predicted | predicting
1559,B2 (1001-2000),previously,1,
1560,B2 (1001-2000),protection,2,protections
1561,B2 (1001-2000),largely,1,
1562,B2 (1001-2000),wed,5,weds | wedded | wedding | weddings
1563,B2 (1001-2000),rent,4,rents | rented | renting
1564,B2 (1001-2000),shot,2,shots
1565,B2 (1001-2000),appearance,2,appearances
1566,B2 (1001-2000),reasonable,1,
1567,B2 (1001-2000),guarantee,6,guarantees | guaranteed | guaranteeing | guaranty | guaranties
1568,B2 (1001-2000),till,4,tills | tilled | tilling
1569,B2 (1001-2000),theme,3,themes | themed
1570,B2 (1001-2000),judgment,2,judgments
1571,B2 (1001-2000),odd,3,odder | oddest
1572,B2 (1001-2000),approve,4,approves | approved | approving
1573,B2 (1001-2000),loan,4,loans | loaned | loaning
1574,B2 (1001-2000),definition,2,definitions
1575,B2 (1001-2000),elect,4,elects | elected | electing
1576,B2 (1001-2000),atmosphere,2,atmospheres
1577,B2 (1001-2000),farmer,2,farmers
1578,B2 (1001-2000),comparison,2,comparisons
1579,B2 (1001-2000),characteristic,2,characteristics
1580,B2 (1001-2000),license,8,licenses | licensed | licensing | licence | licences | licenced | licencing
1581,B2 (1001-2000),rely,4,relies | relied | relying
1582,B2 (1001-2000),narrow,6,narrows | narrowed | narrowing | narrower | narrowest
1583,B2 (1001-2000),succeed,4,succeeds | succeeded | succeeding
1584,B2 (1001-2000),identity,2,identities
1585,B2 (1001-2000),desk,2,desks
1586,B2 (1001-2000),permit,4,permits | permitted | permitting
1587,B2 (1001-2000),seriously,1,
1588,B2 (1001-2000),wild,4,wilder | wildest | wilds
1589,B2 (1001-2000),empty,6,empties | emptied | emptying | emptier | emptiest
1590,B2 (1001-2000),commission,4,commissions | commissioned | commissioning
1591,B2 (1001-2000),unique,1,
1592,B2 (1001-2000),association,2,associations
1593,B2 (1001-2000),instrument,3,instruments | instrumented
1594,B2 (1001-2000),investor,2,investors
1595,B2 (1001-2000),practical,1,
1596,B2 (1001-2000),tea,2,teas
1597,B2 (1001-2000),lovely,3,lovelier | loveliest
1598,B2 (1001-2000),soft,3,softer | softest
1599,B2 (1001-2000),row,4,rows | rowed | rowing
1600,B2 (1001-2000),youth,2,youths
1601,B2 (1001-2000),lock,4,locks | locked | locking
1602,B2 (1001-2000),fuel,4,fuels | fueled | fueling
1603,B2 (1001-2000),expectation,2,expectations
1604,B2 (1001-2000),employment,2,employments
1605,B2 (1001-2000),celebrate,4,celebrates | celebrated | celebrating
1606,B2 (1001-2000),sexual,1,
1607,B2 (1001-2000),shoulder,3,shoulders | shouldered
1608,B2 (1001-2000),breath,2,breaths
1609,B2 (1001-2000),increasingly,1,
1610,B2 (1001-2000),import,4,imports | imported | importing
1611,B2 (1001-2000),bottle,4,bottles | bottled | bottling
1612,B2 (1001-2000),ourselves,1,
1613,B2 (1001-2000),sheet,4,sheets | sheeted | sheeting
1614,B2 (1001-2000),engine,2,engines
1615,B2 (1001-2000),cast,5,casts | casted | casting | castings
1616,B2 (1001-2000),notion,2,notions
1617,B2 (1001-2000),conservative,2,conservatives
1618,B2 (1001-2000),journey,4,journeys | journeyed | journeying
1619,B2 (1001-2000),opposition,2,oppositions
1620,B2 (1001-2000),relief,2,reliefs
1621,B2 (1001-2000),debt,2,debts
1622,B2 (1001-2000),honor,8,honors | honored | honoring | honour | honours | honoured | honouring
1623,B2 (1001-2000),outcome,2,outcomes
1624,B2 (1001-2000),blame,4,blames | blamed | blaming
1625,B2 (1001-2000),explanation,2,explanations
1626,B2 (1001-2000),arise,5,arises | arose | arising | arisen
1627,B2 (1001-2000),musical,2,musicals
1628,B2 (1001-2000),recover,4,recovers | recovered | recovering
1629,B2 (1001-2000),dad,4,dads | daddy | daddies
1630,B2 (1001-2000),stretch,4,stretches | stretched | stretching
1631,B2 (1001-2000),declare,4,declares | declared | declaring
1632,B2 (1001-2000),retire,4,retires | retired | retiring
1633,B2 (1001-2000),tiny,3,tinier | tiniest
1634,B2 (1001-2000),careful,1,
1635,B2 (1001-2000),suitable,1,
1636,B2 (1001-2000),native,2,natives
1637,B2 (1001-2000),fruit,4,fruits | fruited | fruiting
1638,B2 (1001-2000),analyze,7,analyzes | analyzed | analyzing | analyse | analysed | analysing
1639,B2 (1001-2000),witness,4,witnesses | witnessed | witnessing
1640,B2 (1001-2000),mail,5,mails | mailed | mailing | mailings
1641,B2 (1001-2000),terrible,1,
1642,B2 (1001-2000),researcher,2,researchers
1643,B2 (1001-2000),ordinary,1,
1644,B2 (1001-2000),selection,2,selections
1645,B2 (1001-2000),anywhere,1,
1646,B2 (1001-2000),mental,1,
1647,B2 (1001-2000),participant,2,participants
1648,B2 (1001-2000),vision,2,visions
1649,B2 (1001-2000),personality,2,personalities
1650,B2 (1001-2000),specifically,1,
1651,B2 (1001-2000),fat,4,fats | fatter | fattest
1652,B2 (1001-2000),entry,2,entries
1653,B2 (1001-2000),fellow,2,fellows
1654,B2 (1001-2000),chemical,2,chemicals
1655,B2 (1001-2000),capture,4,captures | captured | capturing
1656,B2 (1001-2000),tip,4,tips | tipped | tipping
1657,B2 (1001-2000),discount,4,discounts | discounted | discounting
1658,B2 (1001-2000),peak,4,peaks | peaked | peaking
1659,B2 (1001-2000),chairman,2,chairmen
1660,B2 (1001-2000),proportion,4,proportions | proportioned | proportioning
1661,B2 (1001-2000),ear,3,ears | eared
1662,B2 (1001-2000),disappear,4,disappears | disappeared | disappearing
1663,B2 (1001-2000),shout,4,shouts | shouted | shouting
1664,B2 (1001-2000),yard,2,yards
1665,B2 (1001-2000),constant,2,constants
1666,B2 (1001-2000),significantly,1,
1667,B2 (1001-2000),hill,4,hills | hilled | hilling
1668,B2 (1001-2000),considerable,1,
1669,B2 (1001-2000),instruction,2,instructions
1670,B2 (1001-2000),intelligence,2,intelligences
1671,B2 (1001-2000),ideal,2,ideals
1672,B2 (1001-2000),folk,2,folks
1673,B2 (1001-2000),surely,1,
1674,B2 (1001-2000),guard,4,guards | guarded | guarding
1675,B2 (1001-2000),cat,2,cats
1676,B2 (1001-2000),somewhat,1,
1677,B2 (1001-2000),kiss,4,kisses | kissed | kissing
1678,B2 (1001-2000),presentation,2,presentations
1679,B2 (1001-2000),joint,4,joints | jointed | jointing
1680,B2 (1001-2000),compete,4,competes | competed | competing
1681,B2 (1001-2000),poll,4,polls | polled | polling
1682,B2 (1001-2000),weak,3,weaker | weakest
1683,B2 (1001-2000),faith,2,faiths
1684,B2 (1001-2000),reduction,2,reductions
1685,B2 (1001-2000),reserve,4,reserves | reserved | reserving
1686,B2 (1001-2000),complaint,2,complaints
1687,B2 (1001-2000),bore,4,bores | bored | boring
1688,B2 (1001-2000),mission,2,missions
1689,B2 (1001-2000),somehow,1,
1690,B2 (1001-2000),tone,4,tones | toned | toning
1691,B2 (1001-2000),neighborhood,4,neighborhoods | neighbourhood | neighbourhoods
1692,B2 (1001-2000),passenger,2,passengers
1693,B2 (1001-2000),justice,2,justices
1694,B2 (1001-2000),phase,4,phases | phased | phasing
1695,B2 (1001-2000),thin,6,thins | thinned | thinning | thinner | thinnest
1696,B2 (1001-2000),rush,4,rushes | rushed | rushing
1697,B2 (1001-2000),formal,2,formals
1698,B2 (1001-2000),religion,2,religions
1699,B2 (1001-2000),employer,2,employers
1700,B2 (1001-2000),reject,4,rejects | rejected | rejecting
1701,B2 (1001-2000),latter,1,
1702,B2 (1001-2000),plate,4,plates | plated | plating
1703,B2 (1001-2000),ban,4,bans | banned | banning
1704,B2 (1001-2000),steal,5,steals | stole | stealing | stolen
1705,B2 (1001-2000),protest,4,protests | protested | protesting
1706,B2 (1001-2000),index,5,indexes | indexed | indexing | indices
1707,B2 (1001-2000),sad,3,sadder | saddest
1708,B2 (1001-2000),frequently,1,
1709,B2 (1001-2000),circle,4,circles | circled | circling
1710,B2 (1001-2000),helpful,1,
